age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
25,blue-collar,single,secondary,no,206,yes,no,unknown,27,may,296,2,-1,0,unknown,no
22,blue-collar,single,secondary,no,613,yes,no,cellular,24,jul,402,4,-1,0,unknown,no
42,management,married,tertiary,yes,6,no,no,cellular,11,aug,123,1,-1,0,unknown,no
46,entrepreneur,married,tertiary,yes,-874,no,no,cellular,4,feb,1383,4,-1,0,unknown,no
29,management,single,tertiary,no,5322,yes,yes,cellular,8,sep,504,3,262,1,other,yes
43,entrepreneur,divorced,secondary,no,550,yes,no,unknown,27,apr,77,7,-1,0,unknown,no
57,self-employed,married,primary,no,-282,yes,yes,cellular,2,jul,310,1,-1,0,unknown,no
35,management,single,tertiary,no,1524,yes,no,cellular,18,apr,361,2,-1,0,unknown,yes
44,management,married,tertiary,no,22943,no,no,cellular,7,mar,381,1,-1,0,unknown,no
29,technician,single,tertiary,no,2858,yes,no,unknown,15,may,833,2,-1,0,unknown,no
53,retired,divorced,primary,no,2541,no,yes,unknown,11,jul,347,3,-1,0,unknown,no
47,blue-collar,married,primary,no,-14,yes,yes,unknown,20,nov,42,4,-1,0,unknown,no
52,technician,divorced,unknown,no,1241,no,no,cellular,26,feb,54,1,269,3,failure,no
30,blue-collar,single,secondary,no,737,yes,no,unknown,25,may,123,8,-1,0,unknown,no
33,blue-collar,married,primary,no,-24,yes,no,cellular,18,nov,112,1,76,5,success,no
43,management,married,tertiary,no,385,no,no,cellular,26,aug,130,4,-1,0,unknown,no
26,services,married,secondary,no,-89,yes,no,cellular,12,aug,133,1,-1,0,unknown,no
38,technician,single,secondary,no,180,yes,no,unknown,8,may,143,1,-1,0,unknown,no
29,services,divorced,primary,no,8349,no,no,telephone,14,jun,558,6,285,3,other,yes
35,technician,single,tertiary,yes,353,yes,no,cellular,28,may,142,1,-1,0,unknown,no
52,technician,married,primary,no,214,yes,no,cellular,18,nov,124,1,180,1,failure,no
40,admin.,divorced,secondary,no,106,yes,no,cellular,19,nov,133,3,141,3,failure,no
32,blue-collar,single,secondary,no,428,yes,no,unknown,20,may,281,1,-1,0,unknown,no
31,services,single,secondary,no,490,yes,no,telephone,21,may,60,7,-1,0,unknown,no
55,services,married,secondary,yes,233,no,no,telephone,6,may,134,2,-1,0,unknown,no
27,technician,divorced,secondary,no,-29,no,no,cellular,13,aug,554,3,-1,0,unknown,yes
30,technician,married,tertiary,no,62,yes,no,cellular,27,nov,194,22,-1,0,unknown,no
23,blue-collar,single,primary,no,82,yes,no,cellular,15,may,80,4,354,3,failure,no
57,blue-collar,single,primary,no,-563,yes,yes,unknown,27,jun,156,1,-1,0,unknown,no
30,entrepreneur,married,unknown,no,1846,yes,no,cellular,28,jan,254,2,-1,0,unknown,no
31,technician,single,secondary,no,629,yes,yes,cellular,29,may,221,1,-1,0,unknown,no
34,blue-collar,married,primary,no,2136,no,yes,unknown,5,jun,442,2,106,1,other,no
25,services,single,secondary,no,757,yes,no,cellular,8,jul,460,1,-1,0,unknown,no
57,retired,married,primary,no,709,no,no,cellular,12,aug,95,4,-1,0,unknown,yes
25,management,single,tertiary,yes,3775,yes,no,cellular,10,apr,146,3,343,3,failure,no
42,management,married,secondary,yes,5909,yes,no,unknown,16,jun,123,3,-1,0,unknown,no
31,unemployed,single,tertiary,no,84,no,yes,cellular,27,jul,200,31,-1,0,unknown,no
39,management,married,tertiary,no,2364,yes,no,telephone,28,apr,214,2,271,3,other,no
42,technician,single,secondary,no,1668,no,no,cellular,13,aug,472,4,-1,0,unknown,no
31,technician,married,tertiary,no,13954,yes,no,telephone,21,nov,218,1,95,1,failure,no
68,retired,divorced,unknown,no,745,no,no,telephone,8,dec,458,1,96,10,other,yes
45,self-employed,married,primary,no,161,no,no,cellular,28,oct,226,1,92,1,unknown,no
32,services,married,secondary,no,1890,yes,no,cellular,7,jun,899,3,-1,0,unknown,no
44,housemaid,married,primary,no,987,no,no,cellular,7,jul,226,2,-1,0,unknown,no
59,housemaid,married,primary,no,5833,no,no,unknown,18,jun,137,3,-1,0,unknown,no
41,technician,divorced,secondary,no,4053,no,no,telephone,20,nov,182,1,-1,0,unknown,no
49,management,married,tertiary,no,-17,no,no,cellular,16,aug,116,6,-1,0,unknown,no
38,self-employed,married,secondary,no,1693,yes,no,cellular,18,nov,251,1,-1,0,unknown,no
34,services,single,secondary,no,6,yes,no,unknown,17,may,285,2,-1,0,unknown,no
33,student,married,secondary,yes,9819,no,no,telephone,19,dec,142,1,-1,0,unknown,no
41,self-employed,married,tertiary,no,210,yes,no,unknown,21,may,114,8,-1,0,unknown,no
54,services,divorced,secondary,no,-5,no,yes,cellular,20,jul,252,1,192,0,unknown,no
33,management,single,secondary,yes,-203,yes,no,cellular,9,may,193,2,-1,0,unknown,no
59,technician,married,secondary,no,4169,yes,no,cellular,10,may,377,4,66,2,failure,no
58,blue-collar,married,primary,no,479,no,no,unknown,6,jun,37,3,-1,0,unknown,no
28,technician,divorced,tertiary,no,701,yes,no,cellular,17,nov,128,1,174,3,failure,no
33,services,single,secondary,no,1121,yes,no,cellular,14,may,377,2,355,10,other,no
46,technician,divorced,secondary,no,2062,no,no,cellular,13,aug,738,2,-1,0,unknown,no
35,management,single,tertiary,no,-61,yes,no,cellular,27,may,422,2,-1,0,unknown,no
49,technician,married,secondary,no,373,no,no,telephone,8,aug,53,6,-1,0,unknown,no
47,blue-collar,divorced,secondary,no,1107,yes,no,unknown,12,may,77,4,-1,0,unknown,no
32,management,single,tertiary,no,332,no,yes,cellular,17,aug,157,17,-1,0,unknown,no
56,services,married,secondary,no,1295,no,yes,cellular,8,jul,289,24,-1,0,unknown,no
59,retired,divorced,primary,no,1906,no,no,cellular,8,oct,849,1,153,3,failure,yes
70,retired,married,primary,no,3944,yes,no,telephone,15,apr,741,2,-1,0,unknown,yes
27,admin.,single,secondary,no,211,yes,yes,cellular,16,aug,107,8,-1,0,unknown,no
36,management,married,tertiary,no,1064,no,no,unknown,21,jun,58,2,-1,0,unknown,no
45,technician,married,primary,no,1395,no,no,cellular,8,jun,209,1,296,1,failure,no
57,technician,married,tertiary,no,1222,no,no,cellular,26,aug,358,1,-1,0,unknown,yes
28,technician,single,secondary,no,979,yes,no,unknown,13,may,89,3,-1,0,unknown,no
32,management,single,tertiary,no,113,no,no,unknown,18,jun,85,1,-1,0,unknown,no
42,blue-collar,married,unknown,no,632,yes,no,unknown,10,jun,124,1,-1,0,unknown,no
57,technician,married,tertiary,no,6667,no,no,cellular,28,jan,108,1,-1,0,unknown,no
49,services,married,secondary,no,12,no,no,cellular,20,jul,305,1,-1,0,unknown,no
32,technician,divorced,tertiary,yes,722,yes,yes,telephone,26,may,243,1,-1,0,unknown,no
65,retired,married,secondary,no,1438,no,no,telephone,6,aug,500,4,-1,0,unknown,yes
30,technician,single,tertiary,no,1257,yes,no,cellular,16,aug,214,1,-1,0,unknown,no
26,student,single,secondary,no,132,yes,no,cellular,6,may,119,1,348,1,success,no
51,management,married,tertiary,no,835,yes,no,cellular,10,apr,233,1,177,1,failure,no
42,technician,married,secondary,no,592,no,no,unknown,28,jun,196,6,-1,0,unknown,yes
59,retired,married,unknown,no,776,no,no,cellular,26,aug,296,4,-1,0,unknown,no
26,blue-collar,single,unknown,no,-20,yes,no,cellular,27,jul,165,3,-1,0,unknown,no
58,management,married,tertiary,no,9021,yes,no,cellular,27,aug,58,11,-1,0,unknown,no
46,technician,married,secondary,no,782,no,no,cellular,19,aug,169,1,-1,0,unknown,no
52,admin.,married,secondary,no,89,yes,no,unknown,11,may,185,3,-1,0,unknown,no
60,technician,married,secondary,yes,809,no,yes,cellular,24,jul,127,3,-1,0,unknown,no
37,admin.,married,secondary,no,4451,no,no,cellular,24,mar,337,1,-1,0,unknown,no
48,retired,married,unknown,no,102,yes,no,cellular,4,may,157,1,278,2,other,no
35,self-employed,single,tertiary,no,729,no,no,telephone,14,aug,108,4,-1,1,other,no
31,management,single,tertiary,no,26104,yes,no,unknown,3,nov,142,7,-1,0,unknown,no
45,management,married,tertiary,no,8484,no,no,cellular,20,aug,106,8,-1,0,unknown,no
40,management,single,tertiary,yes,-1362,yes,yes,cellular,21,jul,500,3,-1,0,unknown,no
30,student,single,secondary,no,642,yes,no,cellular,6,may,488,2,340,5,other,no
29,technician,single,secondary,no,1651,no,no,telephone,9,oct,178,6,-1,0,unknown,yes
42,management,single,tertiary,no,78,no,no,cellular,8,feb,447,1,257,1,unknown,yes
28,technician,single,secondary,no,382,yes,no,cellular,23,may,177,5,87,3,failure,no
31,management,married,tertiary,no,4028,no,no,cellular,21,jul,1128,1,-1,1,unknown,yes
40,services,married,secondary,no,97,yes,yes,cellular,25,may,133,4,-1,0,unknown,no
24,technician,single,secondary,no,-4,yes,yes,unknown,9,may,161,2,-1,0,unknown,no
35,technician,divorced,secondary,no,653,yes,no,cellular,21,mar,345,1,91,4,failure,yes
53,housemaid,divorced,primary,no,1528,no,no,unknown,19,jun,565,3,-1,0,unknown,yes
22,services,single,secondary,no,1350,yes,no,unknown,9,may,184,1,-1,0,unknown,no
53,blue-collar,single,primary,no,1515,yes,no,cellular,19,apr,291,1,-1,0,unknown,no
55,management,married,tertiary,no,2288,yes,no,cellular,13,may,215,2,355,6,failure,yes
36,services,married,primary,no,649,yes,yes,unknown,4,aug,97,4,-1,0,unknown,no
33,technician,divorced,tertiary,no,1071,no,no,cellular,15,aug,353,3,-1,0,unknown,no
45,technician,divorced,secondary,no,488,no,no,cellular,2,may,411,1,-1,0,unknown,yes
76,housemaid,single,primary,no,-8,no,no,telephone,17,nov,55,5,-1,0,unknown,yes
25,services,single,unknown,no,575,yes,no,cellular,15,may,225,4,190,7,other,no
31,technician,married,secondary,no,484,yes,no,telephone,20,nov,69,1,-1,0,unknown,no
46,entrepreneur,married,unknown,no,527,no,no,unknown,7,may,137,1,-1,0,unknown,no
53,housemaid,divorced,primary,no,8173,no,yes,telephone,8,nov,792,1,0,0,unknown,no
46,management,divorced,tertiary,no,563,no,yes,cellular,28,aug,73,2,112,1,other,no
57,retired,divorced,secondary,no,2334,no,no,cellular,7,jan,339,1,185,1,failure,no
33,management,married,tertiary,no,563,yes,no,cellular,22,apr,241,2,-1,2,failure,yes
58,management,married,tertiary,no,7126,no,no,unknown,5,jun,147,1,-1,0,unknown,no
20,technician,single,secondary,no,-194,yes,no,unknown,13,may,101,4,-1,0,unknown,no
41,technician,divorced,tertiary,no,1150,yes,no,cellular,10,may,294,3,345,1,failure,no
41,management,married,tertiary,no,2200,no,no,cellular,3,feb,29,1,109,4,success,no
48,management,married,tertiary,no,611,yes,no,cellular,30,jan,212,1,-1,0,unknown,no
50,management,married,tertiary,no,2616,no,no,cellular,7,sep,226,2,192,2,failure,no
31,services,single,secondary,no,53,no,no,cellular,19,nov,76,1,-1,0,unknown,no
41,blue-collar,single,primary,no,337,yes,no,unknown,13,may,216,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,1776,yes,no,cellular,18,jul,144,2,-1,0,unknown,no
41,housemaid,single,secondary,no,1181,no,no,cellular,12,oct,34,2,93,3,failure,yes
50,services,divorced,secondary,no,1276,yes,no,cellular,17,may,264,2,-1,0,unknown,no
30,technician,single,tertiary,no,145,no,no,cellular,19,oct,152,1,90,1,success,no
38,technician,married,secondary,no,735,yes,no,unknown,20,may,626,3,-1,0,unknown,no
40,self-employed,divorced,secondary,no,42,yes,no,cellular,5,may,218,4,-1,0,unknown,no
27,admin.,single,secondary,no,172,yes,no,cellular,3,jul,500,3,354,2,unknown,no
29,management,single,tertiary,no,675,yes,no,cellular,15,may,772,2,-1,0,unknown,no
50,entrepreneur,married,secondary,no,470,yes,no,unknown,18,may,122,1,-1,0,unknown,no
38,technician,married,tertiary,no,1831,yes,no,cellular,22,apr,563,6,141,4,other,no
47,management,divorced,tertiary,no,3365,yes,no,cellular,8,sep,321,6,147,3,failure,no
40,technician,married,secondary,no,-82,yes,no,cellular,18,nov,157,1,-1,0,unknown,no
47,technician,married,secondary,no,744,no,no,cellular,20,aug,451,4,-1,0,failure,no
56,housemaid,married,secondary,no,172,yes,no,telephone,15,dec,522,1,-1,0,unknown,no
40,admin.,married,secondary,no,206,yes,yes,cellular,18,aug,27,2,170,1,success,no
26,admin.,single,secondary,no,22,yes,no,telephone,23,may,279,3,-1,0,unknown,no
30,blue-collar,single,secondary,no,615,yes,yes,unknown,30,may,353,2,-1,0,unknown,no
35,blue-collar,single,secondary,no,-14,yes,no,unknown,5,may,299,2,-1,0,unknown,no
46,technician,married,secondary,no,12096,yes,no,cellular,20,apr,288,1,-1,0,unknown,no
47,management,divorced,tertiary,no,5843,yes,no,cellular,21,nov,279,4,-1,0,unknown,no
45,unknown,married,unknown,no,4539,yes,no,unknown,18,jul,370,1,-1,0,unknown,yes
33,admin.,divorced,secondary,no,1,yes,no,cellular,11,jan,149,1,267,2,other,no
34,services,single,secondary,no,1253,yes,no,cellular,3,oct,311,1,-1,0,unknown,no
43,blue-collar,married,primary,no,1585,no,yes,telephone,13,jul,228,3,-1,0,unknown,no
32,admin.,married,secondary,no,2269,yes,yes,unknown,29,may,247,2,-1,0,unknown,no
42,technician,divorced,secondary,no,448,no,no,cellular,26,jul,630,1,196,2,other,no
45,technician,divorced,tertiary,no,498,yes,no,telephone,25,aug,200,5,-1,0,unknown,no
60,retired,divorced,tertiary,no,546,no,no,cellular,1,jun,237,2,190,2,failure,no
33,management,single,tertiary,no,-159,yes,no,cellular,29,jul,205,1,-1,0,unknown,no
41,technician,single,primary,no,2237,yes,yes,cellular,7,may,378,2,347,3,other,no
56,services,divorced,secondary,no,208,no,no,cellular,8,jul,497,1,180,3,failure,no
42,management,married,tertiary,no,-152,yes,no,cellular,13,apr,197,4,-1,0,unknown,no
46,admin.,divorced,secondary,no,1638,yes,no,unknown,8,may,525,1,-1,0,unknown,no
26,blue-collar,single,secondary,no,591,yes,no,unknown,4,may,348,3,-1,0,unknown,no
50,management,divorced,tertiary,no,992,no,no,cellular,20,nov,578,2,-1,0,unknown,no
32,management,single,tertiary,no,332,no,no,cellular,19,aug,381,2,-1,0,unknown,no
50,blue-collar,single,secondary,no,56,yes,no,unknown,10,may,202,2,-1,0,unknown,no
52,unemployed,single,secondary,no,2477,yes,no,cellular,6,may,527,2,359,1,failure,no
22,student,single,unknown,no,-2,no,no,cellular,19,oct,422,3,-1,0,other,no
27,management,married,tertiary,no,561,yes,no,cellular,28,jan,192,2,-1,0,unknown,no
32,management,married,tertiary,no,644,no,no,cellular,11,aug,74,1,-1,0,unknown,no
55,management,single,tertiary,no,36,yes,yes,unknown,8,jun,190,1,-1,0,unknown,no
57,retired,married,tertiary,no,1874,no,no,cellular,7,feb,1676,1,133,1,success,yes
58,blue-collar,married,secondary,no,41,yes,no,cellular,4,feb,311,2,-1,0,unknown,no
58,self-employed,married,primary,no,128,yes,no,telephone,11,may,271,4,290,1,failure,no
41,services,married,primary,no,605,no,yes,telephone,8,jul,103,5,-1,0,unknown,no
52,management,married,tertiary,no,1847,yes,no,cellular,11,jul,291,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,843,yes,no,cellular,11,may,91,3,-1,0,unknown,no
44,entrepreneur,married,secondary,no,1562,yes,no,cellular,16,sep,837,2,-1,0,unknown,yes
70,retired,married,primary,no,12251,no,no,telephone,19,apr,418,1,-1,0,unknown,no
43,technician,single,tertiary,no,603,no,no,cellular,7,aug,315,4,-1,0,unknown,no
47,technician,married,tertiary,no,304,no,no,cellular,2,feb,76,1,-1,0,unknown,no
51,unknown,married,tertiary,no,4057,no,no,cellular,19,aug,91,1,-1,0,unknown,no
24,services,single,secondary,no,513,yes,no,cellular,28,may,208,2,-1,0,unknown,no
59,blue-collar,married,primary,yes,-32,no,no,cellular,7,feb,688,3,-1,0,unknown,yes
33,services,married,secondary,no,-904,yes,no,unknown,3,may,542,4,-1,0,unknown,no
42,blue-collar,single,primary,no,407,no,no,unknown,4,may,539,2,-1,0,unknown,no
27,student,single,secondary,no,394,yes,no,unknown,8,may,490,1,0,0,unknown,yes
61,retired,married,primary,no,1730,no,no,unknown,3,may,145,3,-1,0,unknown,no
46,self-employed,married,tertiary,no,1094,no,yes,cellular,19,jul,111,4,0,0,unknown,no
53,self-employed,married,tertiary,no,26,no,no,telephone,21,nov,153,4,175,0,unknown,no
32,technician,divorced,tertiary,no,160,yes,no,cellular,19,may,74,4,352,1,failure,no
46,management,divorced,tertiary,no,12582,yes,no,unknown,17,jun,1165,2,-1,0,unknown,no
37,self-employed,single,tertiary,no,416,yes,no,cellular,10,may,569,2,343,6,success,no
49,technician,divorced,secondary,no,1108,no,no,unknown,3,jun,268,4,-1,0,unknown,no
30,technician,married,tertiary,no,425,no,no,cellular,28,aug,329,1,276,1,failure,no
74,retired,married,secondary,no,484,no,no,telephone,13,dec,854,1,123,1,unknown,yes
30,technician,divorced,tertiary,no,826,no,yes,cellular,2,feb,290,2,-1,0,unknown,no
51,retired,married,secondary,no,2646,no,no,cellular,11,jul,1102,2,-1,0,unknown,no
55,management,married,tertiary,no,1662,no,no,cellular,26,aug,81,2,-1,0,unknown,no
54,unknown,married,unknown,no,584,no,no,cellular,11,mar,261,10,-1,0,unknown,no
55,blue-collar,married,secondary,no,173,yes,no,unknown,4,may,263,3,-1,0,unknown,no
44,entrepreneur,divorced,tertiary,no,180,yes,no,unknown,8,may,133,3,-1,0,unknown,no
27,admin.,single,secondary,no,1097,yes,no,unknown,9,may,821,2,-1,0,unknown,yes
30,entrepreneur,married,tertiary,no,1008,no,no,cellular,29,aug,157,8,-1,0,unknown,no
27,student,single,tertiary,no,524,yes,no,cellular,27,jan,170,1,-1,0,unknown,no
56,retired,married,primary,no,593,no,no,cellular,28,apr,70,4,-1,0,unknown,no
24,management,single,tertiary,no,204,yes,no,cellular,13,may,649,2,344,1,other,no
26,admin.,single,secondary,no,1092,yes,no,telephone,29,jul,199,1,-1,0,unknown,no
30,management,single,tertiary,no,-34,no,no,cellular,27,oct,53,1,-1,0,unknown,no
43,technician,divorced,secondary,no,2398,no,no,cellular,29,may,348,2,-1,0,unknown,no
61,retired,married,primary,no,3399,yes,no,unknown,2,jun,274,1,-1,0,unknown,no
35,student,single,primary,no,170,yes,no,cellular,19,nov,118,1,179,2,other,no
43,retired,divorced,primary,no,7000,no,no,telephone,5,feb,459,1,180,3,failure,yes
34,technician,single,tertiary,no,1286,yes,no,unknown,4,jun,220,2,-1,0,unknown,no
25,services,single,secondary,no,424,yes,no,unknown,10,may,292,2,-1,0,unknown,no
43,management,divorced,tertiary,no,672,yes,no,cellular,31,jan,224,6,-1,0,unknown,no
39,admin.,divorced,secondary,no,1319,yes,no,unknown,19,jun,1317,3,-1,0,unknown,no
48,services,married,secondary,no,-312,yes,no,unknown,19,jun,42,2,-1,0,unknown,no
31,technician,divorced,secondary,no,517,yes,no,unknown,29,jun,283,3,-1,0,unknown,no
57,blue-collar,married,primary,yes,-859,no,yes,cellular,16,feb,65,1,-1,0,unknown,no
34,services,married,secondary,no,62,yes,no,cellular,7,aug,306,1,186,3,unknown,no
36,technician,single,secondary,no,53,yes,no,cellular,12,may,548,2,-1,2,unknown,no
28,admin.,single,secondary,no,3553,no,no,cellular,14,aug,127,4,-1,0,unknown,no
25,technician,single,secondary,no,715,no,no,cellular,26,aug,70,4,-1,0,unknown,no
32,self-employed,single,tertiary,no,1508,no,no,cellular,2,oct,334,3,66,2,success,yes
33,technician,single,secondary,no,444,no,yes,cellular,8,aug,152,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,83,yes,no,cellular,6,may,330,1,-1,0,unknown,no
54,housemaid,divorced,primary,no,165,yes,no,unknown,12,may,116,3,-1,0,unknown,no
30,services,single,secondary,no,-29,yes,no,cellular,21,may,276,1,341,2,success,no
37,management,married,tertiary,no,695,yes,no,unknown,19,may,893,3,-1,0,unknown,no
43,technician,married,tertiary,no,400,no,no,cellular,14,mar,281,1,-1,0,unknown,no
41,services,married,secondary,no,-46,yes,yes,unknown,3,jun,1337,2,-1,0,unknown,no
54,technician,single,secondary,no,1006,no,no,unknown,2,jun,613,5,-1,0,unknown,no
49,entrepreneur,married,primary,yes,-40,yes,no,cellular,20,may,1022,10,-1,0,unknown,no
30,management,single,tertiary,no,30,yes,no,cellular,8,may,403,5,-1,0,unknown,no
50,self-employed,married,secondary,no,9845,yes,no,cellular,19,apr,815,1,-1,0,unknown,yes
47,admin.,divorced,tertiary,no,2984,no,yes,cellular,5,jun,215,3,-1,0,unknown,yes
24,blue-collar,single,tertiary,no,-41,yes,no,cellular,15,may,162,1,350,1,failure,no
34,technician,married,tertiary,no,52,no,no,cellular,21,nov,69,1,67,3,failure,no
34,self-employed,single,tertiary,no,8012,no,no,unknown,21,jun,500,4,142,2,failure,yes
18,blue-collar,single,primary,no,435,no,no,unknown,15,may,42,6,-1,0,unknown,no
58,housemaid,divorced,primary,no,921,yes,no,unknown,11,may,1131,2,-1,0,unknown,no
29,housemaid,married,primary,no,88,no,no,telephone,14,jul,211,3,0,0,unknown,yes
29,services,single,secondary,no,-93,yes,no,cellular,13,may,86,2,278,1,other,no
36,management,married,tertiary,no,1515,no,no,cellular,2,sep,286,1,-1,0,unknown,yes
26,services,single,secondary,no,420,yes,no,cellular,25,may,167,1,363,2,failure,no
55,services,married,secondary,no,485,yes,no,cellular,24,feb,263,1,185,2,failure,no
59,unknown,married,primary,no,3119,no,no,unknown,5,jun,234,3,-1,0,unknown,no
45,blue-collar,married,unknown,no,250,yes,no,unknown,12,may,308,4,-1,0,unknown,no
54,entrepreneur,divorced,secondary,no,-185,no,no,cellular,21,nov,1891,1,-1,0,unknown,yes
54,blue-collar,married,primary,no,330,no,no,unknown,11,may,277,1,-1,0,unknown,no
57,entrepreneur,married,tertiary,no,894,yes,no,cellular,9,aug,145,1,-1,0,unknown,no
56,blue-collar,single,secondary,no,125,yes,no,cellular,28,jan,326,2,180,2,failure,no
31,technician,divorced,secondary,no,82,no,no,cellular,27,aug,153,4,-1,0,unknown,no
44,blue-collar,married,secondary,no,2328,no,no,cellular,18,feb,1283,2,-1,0,unknown,yes
43,technician,divorced,tertiary,no,5800,no,no,cellular,14,nov,106,4,129,3,other,no
56,admin.,married,secondary,no,-5,yes,no,cellular,19,nov,75,1,-1,0,unknown,no
48,blue-collar,married,primary,no,-70,yes,no,cellular,1,feb,1166,3,-1,0,unknown,yes
42,admin.,single,secondary,no,573,yes,no,cellular,18,apr,93,1,-1,0,unknown,no
27,technician,single,secondary,no,165,yes,no,cellular,8,aug,234,4,175,3,failure,no
34,unemployed,single,tertiary,no,1140,no,no,cellular,18,jul,79,5,-1,0,unknown,no
56,admin.,divorced,secondary,no,112,no,no,cellular,12,jul,173,3,-1,0,unknown,no
53,self-employed,married,primary,no,12812,no,no,cellular,7,aug,307,2,-1,0,unknown,no
30,technician,single,tertiary,no,-31,yes,no,cellular,11,may,40,4,-1,0,unknown,no
58,technician,divorced,secondary,yes,-1012,no,no,cellular,8,feb,388,2,-1,0,unknown,no
45,self-employed,married,tertiary,no,483,no,no,unknown,12,aug,39,4,-1,0,unknown,no
24,self-employed,single,tertiary,no,4572,no,no,cellular,9,aug,159,2,-1,0,unknown,no
27,services,single,secondary,no,1252,no,no,cellular,10,jul,665,1,188,7,failure,no
32,management,single,tertiary,no,2488,yes,no,cellular,30,jul,173,4,87,3,failure,no
48,entrepreneur,married,primary,no,64,yes,no,unknown,7,may,146,3,-1,0,unknown,no
38,services,single,secondary,no,79,yes,no,unknown,7,may,284,1,-1,0,unknown,no
49,technician,married,secondary,no,653,yes,no,cellular,19,may,167,6,-1,0,unknown,no
46,self-employed,divorced,tertiary,no,464,no,no,cellular,21,apr,124,2,183,7,failure,no
43,technician,married,tertiary,no,492,no,no,cellular,17,aug,91,10,-1,0,unknown,no
28,technician,single,secondary,no,212,yes,no,unknown,28,may,150,2,-1,0,unknown,no
32,entrepreneur,married,tertiary,no,-14,yes,no,cellular,20,apr,140,1,123,1,other,no
30,blue-collar,married,secondary,no,1129,yes,no,unknown,22,jun,276,2,-1,0,unknown,no
44,unemployed,single,tertiary,no,1160,yes,yes,cellular,18,apr,102,3,-1,0,unknown,no
36,management,single,tertiary,no,205,no,no,cellular,19,apr,238,1,-1,0,unknown,no
25,technician,divorced,secondary,no,-341,yes,no,cellular,9,may,168,1,273,2,failure,no
31,blue-collar,divorced,secondary,no,815,yes,no,unknown,6,feb,133,1,-1,0,unknown,no
24,services,single,secondary,no,932,yes,no,cellular,11,aug,206,4,-1,0,unknown,no
57,management,single,tertiary,no,799,no,no,cellular,13,aug,103,5,-1,0,unknown,no
57,services,divorced,secondary,no,986,yes,no,unknown,18,may,494,11,-1,0,unknown,no
18,student,single,secondary,no,330,no,no,cellular,6,may,219,1,354,3,other,no
41,blue-collar,married,primary,no,0,yes,no,unknown,3,jun,240,2,-1,0,unknown,no
61,technician,single,secondary,no,128,yes,no,cellular,14,jan,151,5,-1,0,unknown,no
28,technician,single,tertiary,no,840,no,no,telephone,15,sep,66,6,183,2,other,yes
28,self-employed,single,tertiary,no,7805,no,no,telephone,19,nov,389,1,181,1,other,no
60,admin.,divorced,secondary,no,132,yes,no,unknown,11,may,323,2,-1,0,unknown,no
29,technician,single,tertiary,no,468,no,no,cellular,13,jul,76,5,-1,0,unknown,no
50,management,divorced,tertiary,no,2893,no,no,cellular,6,oct,584,1,-1,0,unknown,yes
31,technician,married,secondary,no,78,yes,no,cellular,25,oct,65,1,272,12,success,no
32,entrepreneur,single,tertiary,no,117,yes,no,unknown,4,may,279,16,-1,0,unknown,no
58,services,married,primary,no,3270,yes,no,cellular,17,aug,220,2,-1,0,unknown,no
37,entrepreneur,divorced,tertiary,no,-115,yes,no,cellular,1,apr,132,2,-1,0,unknown,no
59,retired,single,secondary,no,2612,yes,no,unknown,5,sep,209,1,-1,0,unknown,no
28,entrepreneur,married,primary,no,27,no,no,cellular,30,dec,584,4,-1,0,unknown,yes
57,retired,married,primary,no,2014,no,no,cellular,5,feb,415,1,148,2,unknown,yes
23,student,single,unknown,no,143,no,no,cellular,8,oct,108,1,-1,0,unknown,no
23,blue-collar,single,secondary,no,646,yes,no,cellular,6,may,638,6,341,3,other,no
29,technician,divorced,secondary,yes,813,yes,no,cellular,4,feb,330,2,90,2,success,yes
51,blue-collar,married,secondary,no,1429,no,no,cellular,18,jun,768,3,-1,0,unknown,no
33,management,single,secondary,no,122,yes,no,cellular,17,sep,113,5,182,3,other,no
46,entrepreneur,married,unknown,no,834,yes,no,unknown,13,may,310,4,-1,0,unknown,no
44,unemployed,single,secondary,no,775,no,no,cellular,29,aug,187,1,-1,1,success,no
28,technician,single,secondary,no,-8,yes,no,cellular,17,nov,222,6,361,1,failure,no
23,technician,single,secondary,no,649,yes,yes,cellular,28,jan,249,2,-1,0,unknown,no
45,blue-collar,single,secondary,no,664,yes,no,unknown,15,may,338,3,-1,0,unknown,no
25,services,single,secondary,no,1288,yes,no,telephone,20,may,106,1,121,2,other,no
57,admin.,divorced,secondary,no,297,yes,no,unknown,7,may,74,4,-1,0,unknown,no
30,management,married,tertiary,no,174,no,no,cellular,26,mar,339,2,-1,0,unknown,yes
34,blue-collar,single,secondary,no,6,yes,no,cellular,6,may,1849,3,-1,0,unknown,yes
42,blue-collar,married,unknown,no,-108,yes,no,cellular,7,apr,420,1,-1,0,unknown,no
48,services,married,secondary,no,-128,no,no,cellular,14,jul,629,3,-1,0,unknown,yes
38,blue-collar,married,primary,no,754,no,no,telephone,14,apr,273,4,-1,0,unknown,no
30,technician,single,secondary,no,868,yes,no,cellular,7,apr,82,2,-1,0,unknown,no
39,blue-collar,married,secondary,no,217,yes,no,unknown,12,may,106,16,-1,0,unknown,no
